"complete_sentence","question_text","english_translation","hint","alternate_correct_responses","option_a","option_b","option_c","option_d","correct_option","cefr_level","topic","explanation","resource"
"Io ci metto sempre mezz'ora per arrivare in ufficio.","Io ___ sempre mezz'ora per arrivare in ufficio.","I always take half an hour to get to the office.","","","ci metto","ci vogliono","ci vuole","mi metto","A","A2","Volerci vs. Metterci","Use 'metterci' (personal) when specifying who takes the time. The subject performs the action.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Write: I need something to drink.","Write: I need something to drink.","Ho bisogno di qualcosa da bere.","","Mi serve qualcosa da bere","Ho bisogno di qualcosa da bere.","Ho bisogno qualcosa per bere.","Bisogno di qualcosa da bere.","Ho bisogno di qualche cosa bere.","A","A2","Aggettivi e Pronomi Indefiniti","Use 'qualcosa' (something) with 'da + infinitive' to express purpose. 'Avere bisogno di' requires the preposition 'di'.","https://www.lawlessitalian.com/grammar/indefinite-adjectives-pronouns/"
"Non ci vuole molto per imparare la base di una lingua.","Non ___ molto per imparare la base di una lingua.","It doesn't take much to learn the basics of a language.","","","ci metti","ci vogliono","ci vuole","ci mette","C","A2","Volerci vs. Metterci","'Volerci' is used to express the time or resources needed in general. Since 'molto' is singular, the verb form 'ci vuole' is correct.","https://www.lawlessitalian.com/grammar/verbs/volerci-vs-metterci/"
"Quante ore ci mettete voi a fare i compiti?","Quante ore ___ voi a fare i compiti?","How many hours does it take you guys to do your homework?","","","ci metti","ci mettono","ci mettete","ci metto","C","A2","Volerci vs. Metterci","The verb 'metterci' (ci mettete) is used when a specific person or people (in this case, 'voi') take a certain amount of time to do something. The verb must agree with the subject 'voi'.","https://www.lawlessitalian.com/grammar/verbs/volerci-vs-metterci/"
"Non c'è nessuno che mi possa aiutare con questo problema?","Non c'è ___ che mi possa aiutare con questo problema?","Is there nobody who can help me with this problem?","","","niente","qualcuno","nessuno","qualche","C","A2","Aggettivi e Pronomi Indefiniti","'Nessuno' is the correct indefinite pronoun for 'nobody' or 'no one'. It is used here with the negative particle 'non'.","https://www.lawlessitalian.com/grammar/indefinite-pronouns/"
"Mi dica dove posso trovare il supermercato più vicino.","Mi ___ dove posso trovare il supermercato più vicino.","Tell me where I can find the nearest supermarket.","formal","","dici","dica","dicete","dico","B","A2","Imperativo Formale","The formal imperative (Lei form) of 'dire' is 'dica'. The phrase 'mi dica' is a polite way to ask someone to tell you something.","https://www.lawlessitalian.com/grammar/verbs/imperative-formal/"
"Il libro che ho letto è molto interessante.","Il libro ___ ho letto è molto interessante.","The book that I read is very interesting.","","","che","cui","il quale","chi","A","A2","Pronomi Relativi","'Che' is the most common and versatile relative pronoun, used as the subject or direct object of a verb. It connects the noun 'libro' to the clause 'ho letto'.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"L'uomo con cui sto parlando è il mio capo.","L'uomo con ___ sto parlando è il mio capo.","The man with whom I am speaking is my boss.","","","che","cui","il quale","chi","B","A2","Pronomi Relativi","'Cui' is the correct relative pronoun to use after a preposition ('con'). It can be used for both people and things and translates to 'whom' or 'which'.","https://www.lawlessitalian.com/grammar/pronouns/relative-pronouns/"
"Adesso sto guardando la televisione, ma dovrei studiare.","Adesso ___ la televisione, ma dovrei studiare.","Right now I am watching television, but I should be studying.","","","guardo","sto guardando","guardai","guardavo","B","A2","Stare + Gerundio","The 'stare + gerundio' construction (sto guardando) is used to describe an action that is currently in progress, indicated by the word 'Adesso' (now).","https://www.lawlessitalian.com/grammar/verbs/stare-gerund/"
"Noi siamo studenti di italiano.","Noi ___ studenti di italiano.","We are students of Italian.","","","siamo","siete","sono","sei","A","A2","Verbo Essere e Presente Indicativo","The correct present indicative form of the verb 'essere' (to be) for the first person plural 'noi' (we) is 'siamo'.","https://www.lawlessitalian.com/grammar/verbs/essere-verb-conjugation/"
"L'uomo che vedi laggiù è il mio capo.","L'uomo ___ vedi laggiù è il mio capo.","The man that you see over there is my boss.","","","chi","quale","cui","che","D","A2","Pronomi Relativi","The relative pronoun 'che' is used here to mean 'that' or 'who' and functions as the direct object of the verb 'vedi'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"La persona con cui parlavo è una mia amica.","La persona con ___ parlavo è una mia amica.","The person with whom I was speaking is a friend of mine.","","","che","cui","chi","il quale","B","A2","Pronomi Relativi","The relative pronoun 'cui' is used after a preposition ('con') to mean 'whom' or 'which'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Signora, si sieda, per favore.","Signora, ___ sieda, per favore.","Ma'am, please sit down.","","","ti","si","vi","ci","B","A2","Imperativo Formale","The formal imperative (Lei form) of reflexive verbs uses the reflexive pronoun 'si' before the conjugated verb. 'Si sieda' is the polite command for 'sit down'.","https://www.lawlessitalian.com/grammar/imperative-formal/"
"Professore, non mi dica che è già tardi!","Professore, non mi ___ che è già tardi!","Professor, don't tell me it's already late!","","","dica","dici","dite","di","A","A2","Imperativo Formale","The formal negative imperative uses the subjunctive form of the verb. 'Dica' is the correct third-person singular (Lei) form of the verb 'dire' in the subjunctive mood.","https://www.lawlessitalian.com/grammar/imperative-formal/"
"Che cosa state facendo ora?","Che cosa ___ facendo ora?","What are you all doing now?","","","siete","stanno","state","sto","C","A2","Stare + Gerundio","The present progressive is formed with a conjugated form of 'stare' followed by a gerund. 'State' is the correct second-person plural conjugation of 'stare' for 'voi' (you all).","https://www.lawlessitalian.com/grammar/stare-gerundio-present-progressive/"
"Sta piovendo molto forte oggi.","___ piovendo molto forte oggi.","It is raining very hard today.","","","Sto","Stai","Sta","Stanno","C","A2","Stare + Gerundio","The impersonal subject 'it' for weather is expressed with the third-person singular. 'Sta' is the correct form of 'stare' to form the present progressive 'sta piovendo'.","https://www.lawlessitalian.com/grammar/stare-gerundio-present-progressive/"
"Questa è la casa dove vivo.","Questa è la casa ___ vivo.","This is the house where I live.","","in cui vivo","che","dove","il quale","cui","B","A2","Pronomi Relativi","The relative adverb 'dove' (where) is the correct word to connect the noun 'casa' (house) to the clause that describes it. 'in cui' would also be correct, but it is not among the options. 'che' would not be used here as it doesn't convey the location.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Il film comincia tra mezz'ora.","Il film comincia ___ mezz'ora.","The movie starts in half an hour.","","","tra","da","per","di","A","A2","Preposizioni Semplici","'Tra/fra' indicates time that will pass before something happens. Both 'tra' and 'fra' are interchangeable.","https://www.lawlessitalian.com/grammar/prepositions/"
"Signor Bianchi, entri pure!","Signor Bianchi, ___ pure!","Mr. Bianchi, please come in!","formal","","entri","entra","entrate","entrare","A","A2","Imperativo Formale","The formal imperative uses the present subjunctive third person. For -are verbs, this ends in -i (entri from entrare).","https://www.lawlessitalian.com/grammar/formal-imperative/"
"I bambini stanno giocando in giardino.","I bambini stanno ___ in giardino.","The children are playing in the garden.","","","giocando","giocato","giocare","giocano","A","A2","Stare + Gerundio","The present progressive uses 'stare' + gerund. The gerund of 'giocare' is 'giocando' (-are verbs form gerunds with -ando).","https://www.lawlessitalian.com/grammar/present-progressive/"
"Che cosa stai facendo?","Che cosa stai ___?","What are you doing?","","","facendo","fatto","fare","fai","A","A2","Stare + Gerundio","'Fare' has an irregular gerund 'facendo'. This is one of the most common irregular gerunds to memorize.","https://www.lawlessitalian.com/grammar/present-progressive/"
"Quanto ci metti per arrivare al lavoro?","Quanto ci ___ per arrivare al lavoro?","How long does it take you to get to work?","","","metti","vuole","vogliono","mette","A","A2","Volerci vs. Metterci","Metterci is personal and indicates the time someone takes. 'Ci metti' means 'you take' (time to do something).","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"Chi cerca trova.","___ cerca trova.","He who seeks finds.","","","Chi","Che","Cui","Quale","A","A2","Pronomi Relativi","'Chi' means 'he who/those who/whoever' and is used to refer to people in general statements or proverbs.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"La casa in cui abito è molto vecchia.","La casa in ___ abito è molto vecchia.","The house I live in is very old.","","","cui","che","chi","quale","A","A2","Pronomi Relativi","'Cui' must be used after prepositions. Since 'abitare in' requires the preposition 'in', we use 'in cui'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Tu hai una bella macchina.","Tu ___ una bella macchina.","You have a nice car.","","","hai","ha","ho","hanno","A","A2","Verbo Essere e Presente Indicativo","'Avere' is irregular in the present tense. Second person singular (tu) conjugates as 'hai'.","https://www.lawlessitalian.com/grammar/verb-avere/"
"Maria sta cucinando la cena per tutta la famiglia.","Maria ___ cucinando la cena per tutta la famiglia.","Maria is cooking dinner for the whole family.","","","sta","è","ha","va","A","A2","Stare + Gerundio","Use 'stare + gerund' for present progressive actions. 'Sta cucinando' = 'is cooking'.","https://www.lawlessitalian.com/grammar/present-progressive/"
"Ogni mattina bevo un caffè prima di uscire.","___ mattina bevo un caffè prima di uscire.","Every morning I drink a coffee before going out.","","","Ogni","Qualche","Alcuni","Tutte","A","A2","Aggettivi e Pronomi Indefiniti","Use 'ogni' (every/each) with singular nouns. It means 'each' or 'every'.","https://www.lawlessitalian.com/grammar/indefinite-adjectives-pronouns/"
"Non ho visto nessuno al parco oggi.","Non ho visto ___ al parco oggi.","I didn't see anyone at the park today.","","","nessuno","qualcuno","ognuno","alcuni","A","A2","Aggettivi e Pronomi Indefiniti","Use 'nessuno' (nobody/no one) in negative sentences. 'Non... nessuno' = 'not... anyone'.","https://www.lawlessitalian.com/grammar/indefinite-adjectives-pronouns/"
"Per preparare questo dolce ci vuole un'ora.","Per preparare questo dolce ___ un'ora.","To prepare this dessert takes an hour.","","","ci vuole","ci metto","ci vogliono","mi serve","A","A2","Volerci vs. Metterci","Use 'volerci' (impersonal) for general time needed. 'Ci vuole' with singular time expressions.","https://www.lawlessitalian.com/grammar/volerci-metterci/"
"L'uomo con cui ho parlato è il direttore.","L'uomo con ___ ho parlato è il direttore.","The man I spoke with is the director.","","","cui","che","quale","chi","A","A2","Pronomi Relativi","Use 'cui' after prepositions in relative clauses. 'Con cui' means 'with whom'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
"Il film che abbiamo visto ieri è molto divertente.","Il film ___ abbiamo visto ieri è molto divertente.","The movie we saw yesterday is very funny.","","","che","cui","dove","quando","A","A2","Pronomi Relativi","Use 'che' for the direct object of relative clauses. 'Il film che abbiamo visto' = 'the movie that we saw'.","https://www.lawlessitalian.com/grammar/relative-pronouns/"
